classifier_name,dataset_name,accuracy
EE(PROP),41,93.98720682
EE(PROP),42,93.33333333
EE(PROP),43,74.21052632
EE(PROP),44,78.35051546
EE(PROP),45,55.84415584
EE(PROP),46,51.2987013
EE(PROP),47,88.25878594
EE(PROP),48,84.58015267
EE(PROP),49,91.34860051
EE(PROP),50,86.66666667
EE(PROP),51,80.57851240000001
EE(PROP),52,77.27272727
EE(PROP),53,30.48523207
EE(PROP),54,100.0
EE(PROP),55,80.75601375
EE(PROP),56,80.48780488
EE(PROP),57,76.58536585
EE(PROP),58,43.73333333
EE(PROP),59,44.53333333
EE(PROP),60,81.66666667
EE(PROP),61,86.66666667
EE(PROP),62,69.6
EE(PROP),63,70.38269551
EE(PROP),64,87.82791186
EE(PROP),65,92.60563379999999
EE(PROP),66,94.59459459
EE(PROP),67,91.52
EE(PROP),68,95.9798995
EE(PROP),69,100.0
EE(PROP),70,82.89473684
EE(PROP),71,89.23076923
EE(PROP),72,99.0
EE(PROP),73,99.2976295
EE(PROP),74,100.0
EE(PROP),75,80.54159687
EE(PROP),76,72.5572306
EE(PROP),77,72.36180905
EE(PROP),78,96.8453378
EE(PROP),79,99.74042829
EE(PROP),80,57.40740741
EE(PROP),81,77.89968652
EE(PROP),82,66.23376623
EE(PROP),83,68.83116883
EE(PROP),84,87.9
PF,0,71.8414322
PF,1,84.4571429
PF,2,71.0
PF,3,74.5
PF,4,85.5
PF,5,82.16666670000001
PF,6,99.0555556
PF,7,63.0625
PF,8,90.2753623
PF,9,100.0
PF,10,61.68
PF,11,77.97435899999999
PF,12,78.4615385
PF,13,79.51282049999999
PF,14,96.43790849999999
PF,15,73.23741009999999
PF,16,76.23188409999999
PF,17,66.18705039999999
PF,18,75.323741
PF,19,89.7
PF,20,93.7555556
PF,21,80.5110337
PF,22,68.8509921
PF,23,92.7278107
PF,24,92.6136364
PF,25,92.8292683
PF,26,80.0
PF,27,90.91428570000001
PF,28,84.69696970000001
PF,29,69.6790123
PF,30,99.33333329999999
PF,31,63.9047619
PF,32,90.6756757
PF,33,45.1298701
PF,34,60.0
PF,35,42.2727273
PF,36,61.4141414
PF,37,96.3848397
PF,38,75.3866667
PF,39,85.2459016
PF,40,80.4109589
PF,41,95.69722809999999
PF,42,93.33333329999999
PF,43,75.6973684
PF,44,57.5324675
PF,45,82.1993127
PF,46,54.2207792
PF,47,88.8578275
PF,48,90.524173
PF,49,93.4147583
PF,50,86.66666670000001
PF,51,72.7272727
PF,52,80.8857809
PF,53,30.5485232
PF,54,100.0
PF,55,84.3902439
PF,56,85.3264605
PF,57,77.31707320000001
PF,58,53.173333299999996
PF,59,45.6266667
PF,60,75.9444444
PF,61,85.3166667
PF,62,73.3866667
PF,63,82.46256240000001
PF,64,87.89087090000001
PF,65,97.6857698
PF,66,95.4864865
PF,67,93.936
PF,68,95.26633170000001
PF,69,99.3666667
PF,70,88.1578947
PF,71,88.0
PF,72,99.9
PF,73,95.07462690000001
PF,74,99.975
PF,75,97.107761
PF,76,82.1300949
PF,77,76.239531
PF,78,75.48855390000001
PF,79,99.5084361
PF,80,53.518518500000006
PF,81,74.13793100000001
PF,82,66.4935065
PF,83,74.025974
PF,84,87.6133333
ST,0,78.26086957
ST,1,73.71428571
ST,2,90.0
ST,3,90.0
ST,4,80.0
ST,5,91.66666667
ST,6,97.44444444
ST,7,69.97395833
ST,8,95.43478261
ST,9,96.42857143
ST,10,73.6
ST,11,77.17948718
ST,12,77.94871795
ST,13,78.71794872
ST,14,92.48366013
ST,15,77.53623188
ST,16,76.97841727
ST,17,66.18705036
ST,18,74.10071942
ST,19,83.0
ST,20,94.37777778
ST,21,98.37398374
ST,22,74.69848269
ST,23,77.86982249
ST,24,85.22727273
ST,25,90.58536585
ST,26,70.54945055
ST,27,98.85714286
ST,28,97.12121212
ST,29,80.74074074
ST,30,100.0
ST,31,68.57142857
ST,32,93.24324324
ST,33,52.27272727
ST,34,67.1875
ST,35,37.27272727
ST,36,62.67676768
ST,37,94.75218659
ST,38,85.86666667
ST,39,73.77049179999999
ST,40,72.60273973
ST,41,96.41791045
ST,42,85.0
ST,43,66.97368421
ST,44,79.3814433
ST,45,64.28571429
ST,46,51.94805195
ST,47,89.69648562
ST,48,94.96183206
ST,49,95.11450382
ST,50,90.0
ST,51,96.69421488
ST,52,76.34032634
ST,53,32.06751055
ST,54,100.0
ST,55,88.3161512
ST,56,84.3902439
ST,57,80.48780488
ST,58,58.13333333
ST,59,52.0
ST,60,95.55555556
ST,61,84.16666667
ST,62,79.2
ST,63,84.359401
ST,64,93.38929696
ST,65,97.85089849
ST,66,96.21621622
ST,67,92.8
ST,68,88.24120603
ST,69,98.33333333
ST,70,96.49122807
ST,71,90.76923077
ST,72,100.0
ST,73,99.73661106
ST,74,95.5
ST,75,80.29034059
ST,76,73.0318258
ST,77,74.84645449
ST,78,94.22110553
ST,79,100.0
ST,80,79.62962963
ST,81,57.05329154
ST,82,74.02597403
ST,83,83.11688312
ST,84,81.76666667
BOSS,0,76.4705882
BOSS,1,83.42857140000001
BOSS,2,80.0
BOSS,3,90.0
BOSS,4,95.0
BOSS,5,83.33333329999999
BOSS,6,99.7777778
BOSS,7,66.09375
BOSS,8,88.6956522
BOSS,9,100.0
BOSS,10,75.6
BOSS,11,73.5897436
BOSS,12,75.38461540000002
BOSS,13,74.61538459999998
BOSS,14,93.13725490000002
BOSS,15,74.8201439
BOSS,16,72.826087
BOSS,17,67.6258993
BOSS,18,74.8201439
BOSS,19,87.0
BOSS,20,94.1333333
BOSS,21,100.0
BOSS,22,79.9247828
BOSS,23,78.16568050000001
BOSS,24,100.0
BOSS,25,95.7073171
BOSS,26,70.5494505
BOSS,27,98.8571429
BOSS,28,92.9545455
BOSS,29,71.11111109999999
BOSS,30,100.0
BOSS,31,66.66666670000001
BOSS,32,90.27027029999999
BOSS,33,46.1038961
BOSS,34,54.6875
BOSS,35,51.6363636
BOSS,36,52.3232323
BOSS,37,90.86491740000001
BOSS,38,76.5333333
BOSS,39,83.6065574
BOSS,40,68.4931507
BOSS,41,93.8166311
BOSS,42,90.0
BOSS,43,71.8421053
BOSS,44,54.545454500000005
BOSS,45,78.0068729
BOSS,46,54.545454500000005
BOSS,47,87.85942490000001
BOSS,48,83.81679390000001
BOSS,49,90.0763359
BOSS,50,86.66666670000001
BOSS,51,95.4545455
BOSS,52,77.1561772
BOSS,53,26.476793199999996
BOSS,54,100.0
BOSS,55,83.41463409999999
BOSS,56,84.87972509999999
BOSS,57,80.0
BOSS,58,49.8666667
BOSS,59,46.4
BOSS,60,100.0
BOSS,61,90.83333329999999
BOSS,62,72.5333333
BOSS,63,63.2279534
BOSS,64,85.93913959999999
BOSS,65,97.7780476
BOSS,66,97.5675676
BOSS,67,92.16
BOSS,68,96.6834171
BOSS,69,96.66666670000001
BOSS,70,93.8596491
BOSS,71,96.1538462
BOSS,72,100.0
BOSS,73,98.0684811
BOSS,74,99.3
BOSS,75,93.88609720000001
BOSS,76,76.2144054
BOSS,77,68.50921269999999
BOSS,78,69.48632049999999
BOSS,79,99.4808566
BOSS,80,74.07407409999999
BOSS,81,63.7931034
BOSS,82,55.844155799999996
BOSS,83,83.1168831
BOSS,84,91.83333329999999
WEASEL,0,83.12
WEASEL,1,85.714
WEASEL,2,76.667
WEASEL,3,95.0
WEASEL,4,80.0
WEASEL,5,86.667
WEASEL,6,98.333
WEASEL,7,75.26
WEASEL,8,99.348
WEASEL,9,100.0
WEASEL,10,65.6
WEASEL,11,76.41
WEASEL,12,78.97399999999999
WEASEL,13,78.718
WEASEL,14,88.56200000000001
WEASEL,15,76.97800000000001
WEASEL,16,77.899
WEASEL,17,67.626
WEASEL,18,74.82
WEASEL,19,85.0
WEASEL,20,94.822
WEASEL,21,100.0
WEASEL,22,73.285
WEASEL,23,78.69800000000001
WEASEL,24,100.0
WEASEL,25,95.22
WEASEL,26,81.09899999999999
WEASEL,27,96.571
WEASEL,28,97.273
WEASEL,29,83.21
WEASEL,30,100.0
WEASEL,31,65.714
WEASEL,32,94.865
WEASEL,33,38.635999999999996
WEASEL,34,65.625
WEASEL,35,61.273
WEASEL,36,64.04
WEASEL,37,95.141
WEASEL,38,68.267
WEASEL,39,55.738
WEASEL,40,71.233
WEASEL,41,96.546
WEASEL,42,91.667
WEASEL,43,74.079
WEASEL,44,60.39
WEASEL,45,80.756
WEASEL,46,53.896
WEASEL,47,93.53
WEASEL,48,92.875
WEASEL,49,94.148
WEASEL,50,93.333
WEASEL,51,89.669
WEASEL,52,81.702
WEASEL,53,32.648
WEASEL,54,100.0
WEASEL,55,84.87799999999999
WEASEL,56,89.691
WEASEL,57,80.976
WEASEL,58,53.867
WEASEL,59,54.667
WEASEL,60,100.0
WEASEL,61,91.833
WEASEL,62,78.933
WEASEL,63,82.363
WEASEL,64,93.494
WEASEL,65,97.729
WEASEL,66,97.568
WEASEL,67,96.64
WEASEL,68,96.181
WEASEL,69,99.333
WEASEL,70,94.73700000000001
WEASEL,71,90.76899999999999
WEASEL,72,100.0
WEASEL,73,98.975
WEASEL,74,99.824
WEASEL,75,80.96
WEASEL,76,72.473
WEASEL,77,76.99600000000001
WEASEL,78,95.031
WEASEL,79,100.0
WEASEL,80,85.185
WEASEL,81,72.414
WEASEL,82,80.51899999999999
WEASEL,83,80.51899999999999
WEASEL,84,90.9
Flat-COTE,0,79.028133
Flat-COTE,1,81.1428571
Flat-COTE,2,86.66666670000001
Flat-COTE,3,80.0
Flat-COTE,4,90.0
Flat-COTE,5,90.0
Flat-COTE,6,99.5555556
Flat-COTE,7,72.70833329999999
Flat-COTE,8,99.4927536
Flat-COTE,9,100.0
Flat-COTE,10,74.0
Flat-COTE,11,80.7692308
Flat-COTE,12,82.5641026
Flat-COTE,13,81.5384615
Flat-COTE,14,92.8104575
Flat-COTE,15,76.0869565
Flat-COTE,16,74.8201439
Flat-COTE,17,69.78417270000001
Flat-COTE,18,74.8201439
Flat-COTE,19,88.0
Flat-COTE,20,94.6
Flat-COTE,21,99.88385600000001
Flat-COTE,22,71.3266762
Flat-COTE,23,91.77514790000001
Flat-COTE,24,89.7727273
Flat-COTE,25,94.24390240000001
Flat-COTE,26,79.7802198
Flat-COTE,27,98.2857143
Flat-COTE,28,95.68181820000001
Flat-COTE,29,80.3703704
Flat-COTE,30,100.0
Flat-COTE,31,64.7619048
Flat-COTE,32,91.8918919
Flat-COTE,33,52.2727273
Flat-COTE,34,62.5
Flat-COTE,35,49.4545455
Flat-COTE,36,65.2525253
Flat-COTE,37,96.1127308
Flat-COTE,38,84.5333333
Flat-COTE,39,86.8852459
Flat-COTE,40,80.8219178
Flat-COTE,41,95.3944563
Flat-COTE,42,91.66666670000001
Flat-COTE,43,75.7894737
Flat-COTE,44,80.41237109999999
Flat-COTE,45,63.6363636
Flat-COTE,46,57.1428571
Flat-COTE,47,93.6900958
Flat-COTE,48,93.12977099999999
Flat-COTE,49,94.5547074
Flat-COTE,50,90.0
Flat-COTE,51,96.6942149
Flat-COTE,52,77.039627
Flat-COTE,53,34.91561179999999
Flat-COTE,54,100.0
Flat-COTE,55,86.9415808
Flat-COTE,56,85.3658537
Flat-COTE,57,78.0487805
Flat-COTE,58,54.6666667
Flat-COTE,59,54.6666667
Flat-COTE,60,96.11111109999999
Flat-COTE,61,89.16666670000001
Flat-COTE,62,77.6
Flat-COTE,63,84.5257903
Flat-COTE,64,95.1731375
Flat-COTE,65,97.9601748
Flat-COTE,66,95.13513509999999
Flat-COTE,67,95.52
Flat-COTE,68,96.38190949999999
Flat-COTE,69,100.0
Flat-COTE,70,97.36842109999999
Flat-COTE,71,91.5384615
Flat-COTE,72,100.0
Flat-COTE,73,99.2976295
Flat-COTE,74,100.0
Flat-COTE,75,82.1887214
Flat-COTE,76,75.85147959999999
Flat-COTE,77,75.041876
Flat-COTE,78,96.42657729999999
Flat-COTE,79,99.98377679999999
Flat-COTE,80,64.8148148
Flat-COTE,81,75.70532920000001
Flat-COTE,82,62.337662300000005
Flat-COTE,83,80.5194805
Flat-COTE,84,87.66666670000001
HIVE-COTE,0,81.0741688
HIVE-COTE,1,86.2857143
HIVE-COTE,2,93.33333329999999
HIVE-COTE,3,95.0
HIVE-COTE,4,85.0
HIVE-COTE,5,86.66666670000001
HIVE-COTE,6,99.88888890000001
HIVE-COTE,7,71.19791670000001
HIVE-COTE,8,99.6376812
HIVE-COTE,9,100.0
HIVE-COTE,10,76.0
HIVE-COTE,11,82.3076923
HIVE-COTE,12,84.8717949
HIVE-COTE,13,83.07692309999999
HIVE-COTE,14,94.11764709999999
HIVE-COTE,15,76.2589928
HIVE-COTE,16,77.173913
HIVE-COTE,17,68.34532370000001
HIVE-COTE,18,74.8201439
HIVE-COTE,19,85.0
HIVE-COTE,20,94.62222220000001
HIVE-COTE,21,100.0
HIVE-COTE,22,77.0328103
HIVE-COTE,23,80.295858
HIVE-COTE,24,95.4545455
HIVE-COTE,25,96.2926829
HIVE-COTE,26,80.8791209
HIVE-COTE,27,98.8571429
HIVE-COTE,28,96.4393939
HIVE-COTE,29,82.345679
HIVE-COTE,30,100.0
HIVE-COTE,31,66.66666670000001
HIVE-COTE,32,93.24324320000001
HIVE-COTE,33,51.948051899999996
HIVE-COTE,34,68.75
HIVE-COTE,35,50.0
HIVE-COTE,36,65.5050505
HIVE-COTE,37,96.3070943
HIVE-COTE,38,86.4
HIVE-COTE,39,81.9672131
HIVE-COTE,40,73.9726027
HIVE-COTE,41,96.2046908
HIVE-COTE,42,93.33333329999999
HIVE-COTE,43,77.7631579
HIVE-COTE,44,59.74025970000001
HIVE-COTE,45,83.161512
HIVE-COTE,46,57.1428571
HIVE-COTE,47,93.2907348
HIVE-COTE,48,93.02798979999999
HIVE-COTE,49,94.4529262
HIVE-COTE,50,90.0
HIVE-COTE,51,97.9338843
HIVE-COTE,52,80.6526807
HIVE-COTE,53,38.2383966
HIVE-COTE,54,100.0
HIVE-COTE,55,85.8536585
HIVE-COTE,56,87.97250859999998
HIVE-COTE,57,81.4634146
HIVE-COTE,58,55.7333333
HIVE-COTE,59,58.9333333
HIVE-COTE,60,100.0
HIVE-COTE,61,90.5
HIVE-COTE,62,85.33333329999999
HIVE-COTE,63,76.5391015
HIVE-COTE,64,92.7597062
HIVE-COTE,65,98.1544439
HIVE-COTE,66,97.027027
HIVE-COTE,67,95.36
HIVE-COTE,68,97.38693470000001
HIVE-COTE,69,99.66666670000001
HIVE-COTE,70,98.245614
HIVE-COTE,71,95.38461540000002
HIVE-COTE,72,100.0
HIVE-COTE,73,99.6488147
HIVE-COTE,74,100.0
HIVE-COTE,75,96.8453378
HIVE-COTE,76,83.9754327
HIVE-COTE,77,76.5494137
HIVE-COTE,78,78.30820770000001
HIVE-COTE,79,99.9351071
HIVE-COTE,80,77.7777778
HIVE-COTE,81,73.82445140000002
HIVE-COTE,82,55.844155799999996
HIVE-COTE,83,77.9220779
HIVE-COTE,84,91.7666667
InceptionTime,0,84.14
InceptionTime,1,84.57
InceptionTime,2,70.0
InceptionTime,3,80.0
InceptionTime,4,95.0
InceptionTime,5,88.33
InceptionTime,6,99.89
InceptionTime,7,87.66
InceptionTime,8,85.36
InceptionTime,9,100.0
InceptionTime,10,79.6
InceptionTime,11,85.38
InceptionTime,12,85.13
InceptionTime,13,86.15
InceptionTime,14,93.46
InceptionTime,15,73.38
InceptionTime,16,78.26
InceptionTime,17,68.35
InceptionTime,18,74.1
InceptionTime,19,93.0
InceptionTime,20,94.09
InceptionTime,21,100.0
InceptionTime,22,72.39
InceptionTime,23,80.71
InceptionTime,24,95.45
InceptionTime,25,97.12
InceptionTime,26,83.08
InceptionTime,27,98.29
InceptionTime,28,96.14
InceptionTime,29,86.17
InceptionTime,30,100.0
InceptionTime,31,71.43
InceptionTime,32,95.41
InceptionTime,33,54.87
InceptionTime,34,67.19
InceptionTime,35,49.09
InceptionTime,36,63.89
InceptionTime,37,96.5
InceptionTime,38,90.4
InceptionTime,39,77.05
InceptionTime,40,83.56
InceptionTime,41,95.52
InceptionTime,42,93.33
InceptionTime,43,79.47
InceptionTime,44,55.19
InceptionTime,45,81.79
InceptionTime,46,51.3
InceptionTime,47,88.66
InceptionTime,48,96.08
InceptionTime,49,96.39
InceptionTime,50,83.33
InceptionTime,51,94.21
InceptionTime,52,84.97
InceptionTime,53,34.12
InceptionTime,54,100.0
InceptionTime,55,84.88
InceptionTime,56,93.13
InceptionTime,57,77.56
InceptionTime,58,51.73
InceptionTime,59,58.93
InceptionTime,60,95.56
InceptionTime,61,92.83
InceptionTime,62,76.0
InceptionTime,63,86.86
InceptionTime,64,94.65
InceptionTime,65,97.94
InceptionTime,66,98.38
InceptionTime,67,97.44
InceptionTime,68,98.09
InceptionTime,69,99.67
InceptionTime,70,96.49
InceptionTime,71,93.85
InceptionTime,72,100.0
InceptionTime,73,99.56
InceptionTime,74,100.0
InceptionTime,75,95.2
InceptionTime,76,82.5
InceptionTime,77,76.72
InceptionTime,78,76.41
InceptionTime,79,99.85
InceptionTime,80,61.11
InceptionTime,81,73.35
InceptionTime,82,77.92
InceptionTime,83,79.22
InceptionTime,84,90.17
OS-CNN,0,83.45
OS-CNN,1,83.77
OS-CNN,2,80.67
OS-CNN,3,81.5
OS-CNN,4,88.5
OS-CNN,5,93.33
OS-CNN,6,99.99
OS-CNN,7,83.87
OS-CNN,8,82.75
OS-CNN,9,100.0
OS-CNN,10,70.68
OS-CNN,11,85.51
OS-CNN,12,86.72
OS-CNN,13,86.31
OS-CNN,14,97.71
OS-CNN,15,73.81
OS-CNN,16,76.59
OS-CNN,17,66.4
OS-CNN,18,66.98
OS-CNN,19,90.8
OS-CNN,20,94.01
OS-CNN,21,99.95
OS-CNN,22,72.36
OS-CNN,23,84.47
OS-CNN,24,95.11
OS-CNN,25,96.74
OS-CNN,26,81.6
OS-CNN,27,98.74
OS-CNN,28,95.48
OS-CNN,29,83.79
OS-CNN,30,99.93
OS-CNN,31,70.38
OS-CNN,32,92.95
OS-CNN,33,51.01
OS-CNN,34,60.78
OS-CNN,35,42.93
OS-CNN,36,63.52
OS-CNN,37,94.72
OS-CNN,38,89.57
OS-CNN,39,80.66
OS-CNN,40,79.32
OS-CNN,41,96.38
OS-CNN,42,94.67
OS-CNN,43,76.95
OS-CNN,44,53.64
OS-CNN,45,81.41
OS-CNN,46,51.95
OS-CNN,47,92.64
OS-CNN,48,96.27
OS-CNN,49,96.01
OS-CNN,50,78.67
OS-CNN,51,94.01
OS-CNN,52,82.97
OS-CNN,53,30.45
OS-CNN,54,100.0
OS-CNN,55,84.39
OS-CNN,56,90.79
OS-CNN,57,77.32
OS-CNN,58,50.29
OS-CNN,59,52.64
OS-CNN,60,79.94
OS-CNN,61,92.03
OS-CNN,62,72.08
OS-CNN,63,97.95
OS-CNN,64,95.38
OS-CNN,65,97.5
OS-CNN,66,98.19
OS-CNN,67,97.12
OS-CNN,68,96.12
OS-CNN,69,99.93
OS-CNN,70,95.39
OS-CNN,71,94.62
OS-CNN,72,100.0
OS-CNN,73,99.92
OS-CNN,74,100.0
OS-CNN,75,94.25
OS-CNN,76,82.18
OS-CNN,77,75.72
OS-CNN,78,76.36
OS-CNN,79,99.84
OS-CNN,80,74.44
OS-CNN,81,74.23
OS-CNN,82,76.49
OS-CNN,83,65.71
OS-CNN,84,91.06
OS-CNN-ENS(5),0,83.1202046
OS-CNN-ENS(5),1,84.85714286
OS-CNN-ENS(5),2,80.0
OS-CNN-ENS(5),3,85.0
OS-CNN-ENS(5),4,90.0
OS-CNN-ENS(5),5,93.33333333
OS-CNN-ENS(5),6,100.0
OS-CNN-ENS(5),7,85.7421875
OS-CNN-ENS(5),8,83.34057971
OS-CNN-ENS(5),9,100.0
OS-CNN-ENS(5),10,72.36
OS-CNN-ENS(5),11,86.71794872
OS-CNN-ENS(5),12,86.79487179
OS-CNN-ENS(5),13,87.76923077
OS-CNN-ENS(5),14,97.81045752
OS-CNN-ENS(5),15,74.5323741
OS-CNN-ENS(5),16,76.92028986
OS-CNN-ENS(5),17,66.04316547
OS-CNN-ENS(5),18,68.41726619
OS-CNN-ENS(5),19,91.0
OS-CNN-ENS(5),20,94.08444444
OS-CNN-ENS(5),21,100.0
OS-CNN-ENS(5),22,73.68694073
OS-CNN-ENS(5),23,84.46745562
OS-CNN-ENS(5),24,95.34090909
OS-CNN-ENS(5),25,97.09268293
OS-CNN-ENS(5),26,83.95604396
OS-CNN-ENS(5),27,99.02857143
OS-CNN-ENS(5),28,95.94696970000001
OS-CNN-ENS(5),29,84.17283951
OS-CNN-ENS(5),30,100.0
OS-CNN-ENS(5),31,70.57142857
OS-CNN-ENS(5),32,95.51351351
OS-CNN-ENS(5),33,52.04545455
OS-CNN-ENS(5),34,61.5625
OS-CNN-ENS(5),35,44.27272727
OS-CNN-ENS(5),36,64.06565657
OS-CNN-ENS(5),37,94.99514091
OS-CNN-ENS(5),38,90.02666667
OS-CNN-ENS(5),39,80.98360656
OS-CNN-ENS(5),40,80.2739726
OS-CNN-ENS(5),41,97.00639659
OS-CNN-ENS(5),42,96.16666667
OS-CNN-ENS(5),43,77.72368421
OS-CNN-ENS(5),44,55.32467532
OS-CNN-ENS(5),45,83.26460481
OS-CNN-ENS(5),46,52.79220779
OS-CNN-ENS(5),47,93.12300319
OS-CNN-ENS(5),48,96.64122137
OS-CNN-ENS(5),49,96.72773537
OS-CNN-ENS(5),50,83.0
OS-CNN-ENS(5),51,94.91735537
OS-CNN-ENS(5),52,84.27738928
OS-CNN-ENS(5),53,31.93037975
OS-CNN-ENS(5),54,100.0
OS-CNN-ENS(5),55,84.48780488
OS-CNN-ENS(5),56,92.06185567
OS-CNN-ENS(5),57,77.70731707
OS-CNN-ENS(5),58,50.02666667
OS-CNN-ENS(5),59,53.49333333
OS-CNN-ENS(5),60,83.61111111
OS-CNN-ENS(5),61,92.93333333
OS-CNN-ENS(5),62,74.13333333
OS-CNN-ENS(5),63,98.38602329
OS-CNN-ENS(5),64,95.71878279
OS-CNN-ENS(5),65,97.82054395
OS-CNN-ENS(5),66,98.51351351
OS-CNN-ENS(5),67,97.80799999999999
OS-CNN-ENS(5),68,96.62311558
OS-CNN-ENS(5),69,100.0
OS-CNN-ENS(5),70,95.70175439
OS-CNN-ENS(5),71,95.38461538
OS-CNN-ENS(5),72,100.0
OS-CNN-ENS(5),73,99.91220369
OS-CNN-ENS(5),74,100.0
OS-CNN-ENS(5),75,94.90787270000001
OS-CNN-ENS(5),76,82.92573981
OS-CNN-ENS(5),77,76.94584031
OS-CNN-ENS(5),78,77.63260748
OS-CNN-ENS(5),79,99.85561324
OS-CNN-ENS(5),80,83.51851852
OS-CNN-ENS(5),81,75.89341693
OS-CNN-ENS(5),82,79.22077922
OS-CNN-ENS(5),83,65.84415584
OS-CNN-ENS(5),84,92.35666667
OS-CNN-ENS(8),0,83.32480818
OS-CNN-ENS(8),1,84.85714286
OS-CNN-ENS(8),2,80.0
OS-CNN-ENS(8),3,85.0
OS-CNN-ENS(8),4,90.0
OS-CNN-ENS(8),5,93.33333333
OS-CNN-ENS(8),6,100.0
OS-CNN-ENS(8),7,85.81770833
OS-CNN-ENS(8),8,83.47826087
OS-CNN-ENS(8),9,100.0
OS-CNN-ENS(8),10,72.16
OS-CNN-ENS(8),11,86.71794872
OS-CNN-ENS(8),12,87.28205128
OS-CNN-ENS(8),13,87.94871795
OS-CNN-ENS(8),14,98.03921569
OS-CNN-ENS(8),15,74.82014388
OS-CNN-ENS(8),16,77.06521739
OS-CNN-ENS(8),17,65.97122302
OS-CNN-ENS(8),18,69.20863309
OS-CNN-ENS(8),19,91.2
OS-CNN-ENS(8),20,94.07555556
OS-CNN-ENS(8),21,100.0
OS-CNN-ENS(8),22,73.86849955
OS-CNN-ENS(8),23,84.24852071
OS-CNN-ENS(8),24,95.45454545
OS-CNN-ENS(8),25,97.18048780000001
OS-CNN-ENS(8),26,84.06593407
OS-CNN-ENS(8),27,99.2
OS-CNN-ENS(8),28,95.91666667
OS-CNN-ENS(8),29,84.22222222
OS-CNN-ENS(8),30,100.0
OS-CNN-ENS(8),31,70.47619048
OS-CNN-ENS(8),32,95.40540541
OS-CNN-ENS(8),33,52.17532468
OS-CNN-ENS(8),34,62.5
OS-CNN-ENS(8),35,46.87272727
OS-CNN-ENS(8),36,64.04040404
OS-CNN-ENS(8),37,95.00485909
OS-CNN-ENS(8),38,90.26666667
OS-CNN-ENS(8),39,80.81967213
OS-CNN-ENS(8),40,80.54794521
OS-CNN-ENS(8),41,97.23667377
OS-CNN-ENS(8),42,96.5
OS-CNN-ENS(8),43,77.5
OS-CNN-ENS(8),44,54.80519481
OS-CNN-ENS(8),45,83.71134021
OS-CNN-ENS(8),46,52.92207792
OS-CNN-ENS(8),47,93.34664537
OS-CNN-ENS(8),48,96.65139949
OS-CNN-ENS(8),49,96.90585242
OS-CNN-ENS(8),50,83.33333333
OS-CNN-ENS(8),51,95.04132231
OS-CNN-ENS(8),52,84.53379953
OS-CNN-ENS(8),53,32.32067511
OS-CNN-ENS(8),54,100.0
OS-CNN-ENS(8),55,84.73170732
OS-CNN-ENS(8),56,92.71477663
OS-CNN-ENS(8),57,77.90243902
OS-CNN-ENS(8),58,50.53333333
OS-CNN-ENS(8),59,52.96
OS-CNN-ENS(8),60,84.77777778
OS-CNN-ENS(8),61,93.03333333
OS-CNN-ENS(8),62,74.16
OS-CNN-ENS(8),63,98.80199667
OS-CNN-ENS(8),64,95.81322141
OS-CNN-ENS(8),65,97.83875668
OS-CNN-ENS(8),66,98.54054054
OS-CNN-ENS(8),67,97.88799999999999
OS-CNN-ENS(8),68,96.97487437
OS-CNN-ENS(8),69,100.0
OS-CNN-ENS(8),70,95.74561404
OS-CNN-ENS(8),71,95.46153846
OS-CNN-ENS(8),72,100.0
OS-CNN-ENS(8),73,99.91220369
OS-CNN-ENS(8),74,100.0
OS-CNN-ENS(8),75,94.95533222
OS-CNN-ENS(8),76,83.11836963
OS-CNN-ENS(8),77,76.84812954
OS-CNN-ENS(8),78,77.63260748
OS-CNN-ENS(8),79,99.85399091
OS-CNN-ENS(8),80,84.81481481
OS-CNN-ENS(8),81,76.31661442
OS-CNN-ENS(8),82,78.57142857
OS-CNN-ENS(8),83,66.1038961
OS-CNN-ENS(8),84,92.43666667
